x_points,y_points,density
1.129895567893982,0.7213805980595891,1
1.1285998821258545,0.722700492402604,1
1.1263772249221802,0.721277210794146,1
1.1277533769607544,0.7210856751183519,1
1.1223403215408325,0.7186921741414872,1
1.1237902641296387,0.7185516601911728,1
1.1259888410568237,0.7199574306018199,1
1.127627968788147,0.7210054891143395,1
1.1228724718093872,0.7190329373005194,1
1.1240006685256958,0.7197553796251345,1
1.1240006685256958,0.7197553796251345,1
1.1201910972595215,0.7162503523649916,1
1.1212303638458252,0.7169148595731476,1
1.117613434791565,0.7156653056867499,1
1.119226098060608,0.7166979768371505,1
1.1215243339538574,0.7181696553638044,1
1.1228563785552979,0.7168864352720853,1
1.123544454574585,0.7194632423917975,1
1.1251678466796875,0.7183621895854471,1
1.1305527687072754,0.7228756066128609,1
1.1291933059692383,0.7230804921798581,1
1.1303446292877197,0.7216673008186625,1
1.1235564947128296,0.7194709523109423,1
1.1250581741333008,0.7193623620340206,1
1.1338337659835815,0.7249734767539573,1
1.1343364715576172,0.7263739253638385,1
1.135528564453125,0.7249769785943639,1
1.1284379959106445,0.7225968283412317,1
1.1284379959106445,0.7215234205756174,1
1.124322533607483,0.7188919933736018,1
1.1249134540557861,0.7203398830993079,1
1.1263483762741089,0.7201873174726388,1
1.1273835897445679,0.7219216378973159,1
1.1286041736602783,0.7216296746531775,1
1.125441312789917,0.7206778981683479,1
1.1297496557235718,0.7223620960529449,1
1.1217879056930542,0.7183384338908251,1
1.1231902837753296,0.7170996166971356,1
1.1261532306671143,0.72113377576372,1
1.1274584531784058,0.7208971008085356,1
1.1245278120040894,0.7200929366791758,1
1.1257425546646118,0.7187291112741896,1
1.1204551458358765,0.7174849992765822,1
1.1219121217727661,0.7173507756919185,1
1.1182847023010254,0.7139676535331775,1
1.1194820404052734,0.7168618698708518,1
1.1378117799758911,0.7285993439066852,1
1.1384629011154175,0.7290162902271677,1
1.1217992305755615,0.7172785930438198,1
1.121340274810791,0.7180517928374724,1
1.1226991415023804,0.7167860474464368,1
1.1352332830429077,0.7269481998363743,1
1.1352332830429077,0.7269481998363743,1
1.1209725141525269,0.717816296792308,1
1.1224671602249146,0.7166379392518106,1
1.1212579011917114,0.717999044776789,1
1.122963309288025,0.718022905143802,1
1.1245861053466797,0.7201302649015698,1
1.1245861053466797,0.7190605211824149,1
1.134626865386963,0.7265598794533104,1
1.1357113122940063,0.7261739801410252,1
1.1320353746414185,0.7238235850652395,1
1.1203646659851074,0.7174270603792466,1
1.1303670406341553,0.7238320947927237,1
1.131528377532959,0.7234994110395124,1
1.127903938293457,0.7222548438088696,1
1.129260540008545,0.722049355392809,1
1.1268165111541748,0.7215585083391804,1
1.1278557777404785,0.7211511501919704,1
1.1303232908248901,0.7238040795419699,1
1.1316256523132324,0.7235616085483282,1
1.1299418210983276,0.7235598048759969,1
1.1273152828216553,0.7208055576613694,1
1.1252353191375732,0.7205459898487225,1
1.126625418663025,0.7203644584168639,1
1.1239659786224365,0.7197331658976975,1
1.125372052192688,0.7195630557113635,1
1.1191117763519287,0.7166247707731918,1
1.1191117763519287,0.7155602344179114,1
1.1240324974060059,0.7187065441837138,1
1.1274923086166382,0.7219912561771181,1
1.6557713747024536,1.5627084030287886,1
1.1245176792144775,0.720086448133361,1
1.1257538795471191,0.7198071961779525,1
1.1234041452407837,0.7183047757168417,1
1.1242552995681763,0.7188490039189792,1
1.127183437347412,0.7207212556457442,1
1.1251575946807861,0.7204962188855306,1
1.1251575946807861,0.7204962188855306,1
1.1237159967422485,0.718504173612751,1
1.1193760633468628,0.7167940073152111,1
1.1207562685012817,0.7166117229401083,1
1.1165133714675903,0.712836749286543,1
1.1189688444137573,0.7154688437156197,1
1.1189420223236084,0.7165160685468338,1
1.1204310655593872,0.7164037881312244,1
1.6438651084899902,1.549907631781152,1
1.1235764026641846,0.7184149171387029,1
1.1287131309509277,0.7227730114440647,1
1.12995183467865,0.7224913693065618,1
1.1233279705047607,0.7193246165188578,1
1.1245111227035522,0.7179429048761995,1
1.1189193725585938,0.7154372114041508,1
1.1185435056686401,0.7151968820594254,1
1.121588945388794,0.7182110293853536,1
1.122854471206665,0.7179533140585707,1
1.6500226259231567,1.5557132074413451,1
1.1242419481277466,0.7199098833513624,1
1.1242419481277466,0.7199098833513624,1
1.6549633741378784,1.56509432874911,1
1.1201881170272827,0.717314007010401,1
1.1216152906417847,0.7160940640417393,1
1.1242578029632568,0.7199200360171669,1
1.1254386901855469,0.71853510932758,1
1.1245685815811157,0.7190493164841356,1
1.1233699321746826,0.7193514867321148,1
1.1246224641799927,0.7190837690257836,1
1.1276658773422241,0.7221024011501358,1
1.1288725137710571,0.7207274302660218,1
1.1266226768493652,0.7203627053008066,1
1.1276010274887085,0.7220608744569205,1
1.1259852647781372,0.7210262185748587,1
1.1274843215942383,0.7209136410774242,1
1.124535322189331,0.7190280504241362,1
1.1226558685302734,0.7178263274780718,1
1.1238309144973755,0.7185776520422832,1
1.121376872062683,0.7180752279382393,1
1.121376872062683,0.7170085369485575,1
1.1177648305892944,0.7157622521948079,1
1.1192336082458496,0.7156381337488056,1
1.6525342464447021,1.5580812726763675,1
1.1199945211410522,0.7171900376174198,1
1.1214803457260132,0.7170746980241115,1
1.1227309703826904,0.7189423266666102,1
1.123958706855774,0.7186593624950411,1
1.1276007890701294,0.720988110398641,1
